raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KCQM 081717Z AUTO 14005KT 10SM SCT070 21/00 A3000 RMK AO2,KCQM,2023-06-08T17:17:00Z,47.82,-92.68,21.0,0.0,140,5,,10.0,30.0,,,TRUE,TRUE,,,,,,,SCT,7000,,,,,,,VFR,,,,,,,,,,,,METAR,406.0
KAUM 081717Z AUTO 20006KT 10SM CLR 23/07 A2995 RMK AO2,KAUM,2023-06-08T17:17:00Z,43.67,-92.92,23.0,7.0,200,6,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,376.0
CYGP 081717Z 13005KT 2SM -RA BR BKN006 OVC012 08/08 A2988 RMK ST5SC3 VIS VRB 11/2-21/2 SLP121,CYGP,2023-06-08T17:17:00Z,48.77,-64.47,8.0,8.0,130,5,,2.0,29.878937,1012.1,,,,,,,,,-RA BR,BKN,600,OVC,1200,,,,,IFR,,,,,,,,,,,,SPECI,31.0
RKNF 081716Z 19007KT 0000 -TSRA FG VV000 12/12 A2982 RMK CIG000 TS B14 5W FRQ LTG IC,RKNF,2023-06-08T17:16:00Z,37.75,128.67,12.0,12.0,190,7,,0.0,29.819881,,,,,,,,,,-TSRA FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,0,SPECI,1230.0
MMGM 081716Z RTD 00000KT 10SM SCT210 30/16 A2990 RMK 8/001,MMGM,2023-06-08T17:16:00Z,27.95,-110.92,30.0,16.0,0,0,,10.0,29.899607,,,,,,,,,,,SCT,21000,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
LEBZ 081716Z 18016KT 150V210 9999 BKN045CB 26/15 Q1006,LEBZ,2023-06-08T17:16:00Z,38.87,-6.82,26.0,15.0,180,16,,6.21,29.704725,,,,,,,,,,,BKN,4500,,,,,,,VFR,,,,,,,,,,,,SPECI,183.0
KVRB 081716Z 18010G19KT 8SM -TSRA SCT033 BKN043 OVC110 27/23 A2981 RMK AO2 LTG DSNT S-W RAB15 TSE14B15 P0000 T02670228 $,KVRB,2023-06-08T17:16:00Z,27.65,-80.42,26.7,22.8,180,10,19,8.0,29.811024,,,,TRUE,TRUE,,,,,-TSRA,SCT,3300,BKN,4300,OVC,11000,,,VFR,,,,,,0.005,,,,,,SPECI,7.0
KJYG 081716Z AUTO 17009KT 10SM SCT080 20/13 A2992 RMK AO2 TSNO,KJYG,2023-06-08T17:16:00Z,43.98,-94.55,20.0,13.0,170,9,,10.0,29.920275,,,TRUE,TRUE,,,TRUE,,,,SCT,8000,,,,,,,VFR,,,,,,,,,,,,METAR,323.0
KI69 081716Z AUTO 03009G15KT 10SM CLR 22/03 A2988 RMK AO1 T02240026,KI69,2023-06-08T17:16:00Z,39.08,-84.22,22.4,2.6,30,9,15,10.0,29.878937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,238.0
KBML 081716Z AUTO 03006KT 10SM FEW023 SCT031 BKN038 16/08 A2967 RMK AO2 T01560083,KBML,2023-06-08T17:16:00Z,44.58,-71.18,15.6,8.3,30,6,,10.0,29.66929,,,TRUE,TRUE,,,,,,,FEW,2300,SCT,3100,BKN,3800,,,VFR,,,,,,,,,,,,SPECI,344.0
K40B 081716Z AUTO VRB04KT 12/10 A2974 RMK AO1 SLP077 T01180096 52002,K40B,2023-06-08T17:16:00Z,46.62,-69.52,11.8,9.6,0,4,,,29.740158,1007.7,,TRUE,TRUE,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,METAR,344.0
CWKM 081716Z AUTO 04007KT ////SM OVC005 02/02 A3001,CWKM,2023-06-08T17:16:00Z,69.6,-140.17,2.0,2.0,40,7,,,30.008858,,,TRUE,,,,,,,,OVC,500,,,,,,,,,,,,,,,,,,,SPECI,8.0
TJPS 081715Z AUTO 13016KT 10SM CLR 32/25 A3002 RMK AO2 TSNO,TJPS,2023-06-08T17:15:00Z,18.02,-66.57,32.0,25.0,130,16,,10.0,30.02067,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,12.0
PAKX 081715Z AUTO 05008KT 010V070 10SM SCT090 11/03 A2955 RMK AO2,PAKX,2023-06-08T17:15:00Z,60.2,-154.32,11.0,3.0,50,8,,10.0,29.551182,,,TRUE,TRUE,,,,,,,SCT,9000,,,,,,,VFR,,,,,,,,,,,,METAR,88.0
PAAD 081715Z 08012KT 10SM OVC003 M02/M02 A3000 RMK AO2 T10171018 PWINO,PAAD,2023-06-08T17:15:00Z,70.13,-146.28,-1.7,-1.8,80,12,,10.0,30.0,,,,TRUE,,,,,TRUE,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,8.0
LMML 081715Z 25005KT 210V290 CAVOK 24/13 Q1014 NOSIG,LMML,2023-06-08T17:15:00Z,35.85,14.47,24.0,13.0,250,5,,6.21,29.940945,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,78.0
LIRP 081715Z 29008KT CAVOK 23/16 Q1012 NOSIG,LIRP,2023-06-08T17:15:00Z,43.68,10.38,23.0,16.0,290,8,,6.21,29.88189,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1.0
LHSN 081715Z 11002KT 9999 FEW040TCU SCT083 BKN200 22/20 Q1012 NOSIG RMK BLU,LHSN,2023-06-08T17:15:00Z,47.12,20.23,22.0,20.0,110,2,,6.21,29.88189,,,,,,TRUE,,,,,FEW,4000,SCT,8300,BKN,20000,,,VFR,,,,,,,,,,,,METAR,89.0
LHSM 081715Z AUTO 33008KT 9999 VCTS BKN051 //////CB 22/17 Q1012,LHSM,2023-06-08T17:15:00Z,46.68,17.17,22.0,17.0,330,8,,6.21,29.88189,,,TRUE,,,,,,,VCTS,BKN,5100,,,,,,,VFR,,,,,,,,,,,,METAR,119.0
LHPR 081715Z AUTO 04006KT 9999 VCTS SCT040 //////CB 20/18 Q1012,LHPR,2023-06-08T17:15:00Z,47.63,17.82,20.0,18.0,40,6,,6.21,29.88189,,,TRUE,,,,,,,VCTS,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,127.0
LHPP 081715Z AUTO 12006KT 9999 //////CB 23/17 Q1012,LHPP,2023-06-08T17:15:00Z,45.98,18.23,23.0,17.0,120,6,,6.21,29.88189,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,193.0
LHPA 081715Z 33008KT 290V010 9999 -TSRA SCT027CB BKN037TCU 20/16 Q1013 TEMPO 3000 TSRA RMK BLU,LHPA,2023-06-08T17:15:00Z,47.35,17.5,20.0,16.0,330,8,,6.21,29.911417,,,,,,,,,,-TSRA,SCT,2700,BKN,3700,,,,,VFR,,,,,,,,,,,,METAR,143.0
LHKE 081715Z 08004KT 9999 FEW040TCU BKN110 BKN200 22/18 Q1013 NOSIG RMK BLU,LHKE,2023-06-08T17:15:00Z,46.92,19.75,22.0,18.0,80,4,,6.21,29.911417,,,,,,TRUE,,,,,FEW,4000,BKN,11000,BKN,20000,,,VFR,,,,,,,,,,,,METAR,113.0
KZPH 081715Z AUTO 27012KT 10SM SCT048 SCT070 SCT080 29/22 A2983 RMK A02 T02940218,KZPH,2023-06-08T17:15:00Z,28.23,-82.15,29.4,21.8,270,12,,10.0,29.828741,,,TRUE,TRUE,,,,,,,SCT,4800,SCT,7000,SCT,8000,,,VFR,,,,,,,,,,,,SPECI,26.0
KZER 081715Z AUTO 05010G14KT 260V090 10SM SCT041 SCT050 SCT060 16/05 A2975 RMK AO2,KZER,2023-06-08T17:15:00Z,40.7,-76.37,16.0,5.0,50,10,14,10.0,29.749016,,,TRUE,TRUE,,,,,,,SCT,4100,SCT,5000,SCT,6000,,,VFR,,,,,,,,,,,,SPECI,518.0
KY70 081715Z AUTO 35007G14KT 10SM SCT075 23/01 A2987 RMK AO2 T02250010,KY70,2023-06-08T17:15:00Z,42.93,-85.07,22.5,1.0,350,7,14,10.0,29.870079,,,TRUE,TRUE,,,,,,,SCT,7500,,,,,,,VFR,,,,,,,,,,,,METAR,247.0
KY63 081715Z AUTO 11007KT 10SM CLR 24/16 A2992 RMK AO2 T02430160,KY63,2023-06-08T17:15:00Z,45.98,-96.0,24.3,16.0,110,7,,10.0,29.920275,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,367.0
KY49 081715Z AUTO 08003KT 10SM SCT050 20/09 A2998 RMK AO2 T02020092,KY49,2023-06-08T17:15:00Z,47.15,-94.65,20.2,9.2,80,3,,10.0,29.97933,,,TRUE,TRUE,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,413.0
KY31 081715Z AUTO 04003G15KT 10SM CLR 22/00 A2985 RMK AO2 T02181002,KY31,2023-06-08T17:15:00Z,44.25,-84.18,21.8,-0.2,40,3,15,10.0,29.84941,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,264.0
KY23 081715Z AUTO 07003KT 10SM CLR 22/08 A2999 RMK AO2 T02180079,KY23,2023-06-08T17:15:00Z,45.3,-91.63,21.8,7.9,70,3,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,322.0
KY19 081715Z AUTO VRB05KT 10SM CLR 29/21 A2987 RMK AO2,KY19,2023-06-08T17:15:00Z,46.77,-100.9,29.0,21.0,0,5,,10.0,29.870079,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,591.0
KXSA 081715Z AUTO 08005KT 10SM VCTS SCT050 OVC060 18/13 A2972 RMK AO2 LTG DSNT NE THRU S T01810128,KXSA,2023-06-08T17:15:00Z,37.87,-76.9,18.1,12.8,80,5,,10.0,29.719488,,,TRUE,TRUE,,,,,,VCTS,SCT,5000,OVC,6000,,,,,VFR,,,,,,,,,,,,METAR,41.0
KXNX 081715Z AUTO VRB04KT 10SM FEW060 SCT070 26/10 A2986 RMK A01,KXNX,2023-06-08T17:15:00Z,36.38,-86.42,26.0,10.0,0,4,,10.0,29.861221,,,TRUE,TRUE,,,,,,,FEW,6000,SCT,7000,,,,,VFR,,,,,,,,,,,,SPECI,178.0
KXLL 081715Z AUTO 28005KT 7SM BKN060 BKN070 20/05 A2972 RMK AO2,KXLL,2023-06-08T17:15:00Z,40.57,-75.48,20.0,5.0,280,5,,7.0,29.719488,,,TRUE,TRUE,,,,,,,BKN,6000,BKN,7000,,,,,VFR,,,,,,,,,,,,SPECI,118.0
KX60 081715Z AUTO 26009KT 10SM SCT043 SCT050 30/20 A2980 RMK AO2,KX60,2023-06-08T17:15:00Z,29.35,-82.47,30.0,20.0,260,9,,10.0,29.799213,,,TRUE,TRUE,,,,,,,SCT,4300,SCT,5000,,,,,VFR,,,,,,,,,,,,METAR,21.0
KX07 081715Z AUTO 19009G17KT 10SM SCT039 SCT050 BKN060 29/25 A2981 RMK A01,KX07,2023-06-08T17:15:00Z,27.9,-81.62,29.0,25.0,190,9,17,10.0,29.811024,,,TRUE,TRUE,,,,,,,SCT,3900,SCT,5000,BKN,6000,,,VFR,,,,,,,,,,,,METAR,36.0
KWYS 081715Z AUTO 21010KT 9SM SCT055 OVC065 14/14 A3011 RMK AO2,KWYS,2023-06-08T17:15:00Z,44.68,-111.12,14.0,14.0,210,10,,9.0,30.109253,,,TRUE,TRUE,,,,,,,SCT,5500,OVC,6500,,,,,VFR,,,,,,,,,,,,SPECI,2025.0
KWWR 081715Z AUTO 10005KT 10SM SCT045 27/16 A2994 RMK AO2,KWWR,2023-06-08T17:15:00Z,36.45,-99.52,27.0,16.0,100,5,,10.0,29.940945,,,TRUE,TRUE,,,,,,,SCT,4500,,,,,,,VFR,,,,,,,,,,,,METAR,664.0
KWDR 081715Z AUTO 34003KT 10SM CLR 26/10 A2979 RMK AO2,KWDR,2023-06-08T17:15:00Z,33.98,-83.67,26.0,10.0,340,3,,10.0,29.790354,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,280.0
KW81 081715Z AUTO 36006KT 5SM CLR 20/09 A2971 RMK AO1 T02040087,KW81,2023-06-08T17:15:00Z,37.18,-78.1,20.4,8.7,360,6,,5.0,29.71063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,121.0
KW78 081715Z AUTO 01004KT 7SM SCT037 24/08 A2973 RMK AO1 T02370079,KW78,2023-06-08T17:15:00Z,36.7,-78.85,23.7,7.9,10,4,,7.0,29.731298,,,TRUE,TRUE,,,,,,,SCT,3700,,,,,,,VFR,,,,,,,,,,,,METAR,120.0
KW75 081715Z AUTO 35011G20KT 10SM SCT030 SCT040 BKN110 20/14 A2970 RMK AO1 T01960139,KW75,2023-06-08T17:15:00Z,37.6,-76.45,19.6,13.9,350,11,20,10.0,29.698818,,,TRUE,TRUE,,,,,,,SCT,3000,SCT,4000,BKN,11000,,,VFR,,,,,,,,,,,,METAR,8.0
KW63 081715Z AUTO 34009KT 7SM CLR 23/09 A2971 RMK AO1,KW63,2023-06-08T17:15:00Z,36.6,-78.55,23.0,9.0,340,9,,7.0,29.71063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,126.0
KW43 081715Z AUTO 00000KT 10SM SCT030 BKN100 OVC120 22/15 A3001 RMK AO2,KW43,2023-06-08T17:15:00Z,44.67,-104.57,22.0,15.0,0,0,,10.0,30.008858,,,TRUE,TRUE,,,,,,,SCT,3000,BKN,10000,OVC,12000,,,VFR,,,,,,,,,,,,SPECI,1292.0
KW31 081715Z AUTO 03008KT 340V050 7SM SCT036 SCT045 23/10 A2971 RMK AO1 T02280096,KW31,2023-06-08T17:15:00Z,36.95,-78.18,22.8,9.6,30,8,,7.0,29.71063,,,TRUE,TRUE,,,,,,,SCT,3600,SCT,4500,,,,,VFR,,,,,,,,,,,,METAR,159.0
KW22 081715Z AUTO 28005KT 10SM CLR 22/02 A2982 RMK AO2,KW22,2023-06-08T17:15:00Z,39.0,-80.27,22.0,2.0,280,5,,10.0,29.819881,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,497.0
KW13 081715Z AUTO 03003KT 7SM SCT075 21/05 A2974 RMK AO1 T02120046,KW13,2023-06-08T17:15:00Z,38.08,-78.95,21.2,4.6,30,3,,7.0,29.740158,,,TRUE,TRUE,,,,,,,SCT,7500,,,,,,,VFR,,,,,,,,,,,,METAR,440.0
KVYS 081715Z AUTO 06005KT 10SM CLR 24/02 A2991 RMK AO2 T02350018,KVYS,2023-06-08T17:15:00Z,41.35,-89.15,23.5,1.8,60,5,,10.0,29.911417,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,198.0
KVWU 081715Z AUTO 00000KT 10SM CLR 24/06 A2998 RMK AO2,KVWU,2023-06-08T17:15:00Z,48.15,-94.52,24.0,6.0,0,0,,10.0,29.97933,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,359.0
KVTP 081715Z AUTO 29006KT 10SM CLR 11/M06 A3034 RMK AO2,KVTP,2023-06-08T17:15:00Z,37.5,-105.17,11.0,-6.0,290,6,,10.0,30.339567,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3086.0
KVTI 081715Z AUTO 27003KT 10SM CLR 25/05 A2995 RMK AO2 T02540048,KVTI,2023-06-08T17:15:00Z,42.22,-92.02,25.4,4.8,270,3,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,256.0
KVPC 081715Z AUTO 28007KT 260V330 10SM FEW055 26/12 A2980 RMK AO2,KVPC,2023-06-08T17:15:00Z,34.1,-84.85,26.0,12.0,280,7,,10.0,29.799213,,,TRUE,TRUE,,,,,,,FEW,5500,,,,,,,VFR,,,,,,,,,,,,METAR,234.0
KVOA 081715Z AUTO 27007KT 10SM CLR 27/23 A2985 RMK A01,KVOA,2023-06-08T17:15:00Z,29.23,-87.78,27.0,23.0,270,7,,10.0,29.84941,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,53.0
KVNC 081715Z AUTO 26009KT 10SM CLR 30/25 A2985 RMK AO2,KVNC,2023-06-08T17:15:00Z,27.07,-82.43,30.0,25.0,260,9,,10.0,29.84941,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
KVLL 081715Z AUTO 33009G15KT 10SM SCT070 23/04 A2985 RMK AO2 T02260039,KVLL,2023-06-08T17:15:00Z,42.55,-83.18,22.6,3.9,330,9,15,10.0,29.84941,,,TRUE,TRUE,,,,,,,SCT,7000,,,,,,,VFR,,,,,,,,,,,,METAR,214.0
KVKY 081715Z AUTO 31004KT 10SM CLR A2985 RMK A01,KVKY,2023-06-08T17:15:00Z,29.25,-88.43,,,310,4,,10.0,29.84941,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,32.0
KVKS 081715Z AUTO 30006KT 9SM CLR 31/M32 A2980 RMK A01,KVKS,2023-06-08T17:15:00Z,32.23,-90.93,31.0,-32.0,300,6,,9.0,29.799213,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,31.0
KVHN 081715Z AUTO 26008KT 10SM CLR 28/04 A3008 RMK AO2 T02780035,KVHN,2023-06-08T17:15:00Z,31.07,-104.78,27.8,3.5,260,8,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,1200.0
KVGC 081715Z AUTO 01004KT 7SM -RA SCT024 BKN041 OVC065 12/08 A2974 RMK AO2 P0002,KVGC,2023-06-08T17:15:00Z,42.85,-75.57,12.0,8.0,10,4,,7.0,29.740158,,,TRUE,TRUE,,,,,,-RA,SCT,2400,BKN,4100,OVC,6500,,,VFR,,,,,,0.02,,,,,,METAR,346.0
KVER 081715Z AUTO 09008KT 10SM CLR 26/13 A2989 RMK AO2 T02580129,KVER,2023-06-08T17:15:00Z,38.95,-92.68,25.8,12.9,90,8,,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,209.0
KVDI 081715Z AUTO 29007KT 260V320 10SM SCT049 SCT065 SCT090 31/17 A2974 RMK AO2,KVDI,2023-06-08T17:15:00Z,32.2,-82.37,31.0,17.0,290,7,,10.0,29.740158,,,TRUE,TRUE,,,,,,,SCT,4900,SCT,6500,SCT,9000,,,VFR,,,,,,,,,,,,SPECI,81.0
KVDF 081715Z AUTO 24006KT BKN039 BKN044 BKN055 30/22 A2982 RMK AO2 PWINO,KVDF,2023-06-08T17:15:00Z,28.02,-82.33,30.0,22.0,240,6,,,29.819881,,,TRUE,TRUE,,,,,TRUE,,BKN,3900,BKN,4400,BKN,5500,,,,,,,,,,,,,,,METAR,5.0
KVCV 081715Z AUTO 00000KT 10SM CLR 20/07 A3004 RMK AO2,KVCV,2023-06-08T17:15:00Z,34.58,-117.38,20.0,7.0,0,0,,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,871.0
KVBW 081715Z AUTO 03006KT 10SM BKN080 22/02 A2973 RMK AO1 T02170020,KVBW,2023-06-08T17:15:00Z,38.37,-78.97,21.7,2.0,30,6,,10.0,29.731298,,,TRUE,TRUE,,,,,,,BKN,8000,,,,,,,VFR,,,,,,,,,,,,METAR,362.0
KVAF 081715Z AUTO 00000KT 10SM CLR 33/20 A2989 RMK A01,KVAF,2023-06-08T17:15:00Z,27.35,-94.63,33.0,20.0,0,0,,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,38.0
KUYF 081715Z AUTO 35008KT 10SM SCT070 21/M02 A2986 RMK AO2,KUYF,2023-06-08T17:15:00Z,39.93,-83.47,21.0,-2.0,350,8,,10.0,29.861221,,,TRUE,TRUE,,,,,,,SCT,7000,,,,,,,VFR,,,,,,,,,,,,SPECI,326.0
KUXL 081715Z AUTO 00000KT 10SM CLR 31/20 A2986 RMK AO2 T03100197,KUXL,2023-06-08T17:15:00Z,30.13,-93.38,31.0,19.7,0,0,,10.0,29.861221,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
KUVA 081715Z AUTO 23003KT CLR 30/17 A2990 RMK AO2 T02970166 PWINO,KUVA,2023-06-08T17:15:00Z,29.22,-99.75,29.7,16.6,230,3,,,29.899607,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,,,,,,,,,,,,,SPECI,285.0
KUUV 081715Z AUTO 09005KT 10SM CLR 25/07 A2992 RMK AO2,KUUV,2023-06-08T17:15:00Z,38.23,-91.17,25.0,7.0,90,5,,10.0,29.920275,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,284.0
KUTA 081715Z AUTO 00000KT 10SM FEW090 SCT370 28/20 A2982 RMK AO2 T02810205 $,KUTA,2023-06-08T17:15:00Z,34.68,-90.35,28.1,20.5,0,0,,10.0,29.819881,,,TRUE,TRUE,TRUE,,,,,,FEW,9000,SCT,37000,,,,,VFR,,,,,,,,,,,,METAR,58.0
KUSE 081715Z AUTO 02010G17KT 10SM CLR 24/01 A2985 RMK AO2,KUSE,2023-06-08T17:15:00Z,41.62,-84.13,24.0,1.0,20,10,17,10.0,29.84941,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,237.0
KUOX 081715Z AUTO VRB04KT 10SM CLR 28/19 A2984 RMK AO2,KUOX,2023-06-08T17:15:00Z,34.38,-89.53,28.0,19.0,0,4,,10.0,29.840551,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,123.0
KUNI 081715Z AUTO 33008KT 10SM +RA CLR 22/02 A2985 RMK AO2 T02240015,KUNI,2023-06-08T17:15:00Z,39.22,-82.23,22.4,1.5,330,8,,10.0,29.84941,,,TRUE,TRUE,,,,,,+RA,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,232.0
KUMP 081715Z AUTO 32003KT 10SM CLR 24/03 A2989 RMK AO2 T02400033,KUMP,2023-06-08T17:15:00Z,39.93,-86.05,24.0,3.3,320,3,,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,247.0
KULM 081715Z AUTO 16009KT 10SM CLR 22/09 A2993 RMK AO2,KULM,2023-06-08T17:15:00Z,44.32,-94.5,22.0,9.0,160,9,,10.0,29.929134,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,305.0
KUKT 081715Z AUTO 27007KT 8SM CLR 22/05 A2971 RMK A01,KUKT,2023-06-08T17:15:00Z,40.43,-75.38,22.0,5.0,270,7,,8.0,29.71063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,156.0
KUKL 081715Z AUTO 00000KT 10SM CLR 31/18 A2985 RMK AO2 T03060178,KUKL,2023-06-08T17:15:00Z,38.3,-95.73,30.6,17.8,0,0,,10.0,29.84941,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,357.0
KUCY 081715Z AUTO 05009KT 10SM CLR 28/06 A2983 RMK A01,KUCY,2023-06-08T17:15:00Z,36.38,-88.98,28.0,6.0,50,9,,10.0,29.828741,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,97.0
KUBE 081715Z AUTO 08006KT 10SM CLR 21/10 A2999 RMK AO2,KUBE,2023-06-08T17:15:00Z,45.5,-91.98,21.0,10.0,80,6,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,376.0
KU69 081715Z AUTO 10006KT 10SM CLR 19/06 A3009 RMK A01,KU69,2023-06-08T17:15:00Z,40.2,-110.38,19.0,6.0,100,6,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1776.0
KU64 081715Z AUTO 14016KT 10SM CLR 19/M06 A3017 RMK AO2 T01931056 $,KU64,2023-06-08T17:15:00Z,,,19.3,-5.6,140,16,,10.0,30.171259,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,
KU55 081715Z AUTO 18007G17KT 130V200 10SM CLR 19/M05 A3014 RMK A01,KU55,2023-06-08T17:15:00Z,37.85,-112.38,19.0,-5.0,180,7,17,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2060.0
KU42 081715Z AUTO 09004KT 10SM CLR 24/02 A3000 RMK AO1 T02350020,KU42,2023-06-08T17:15:00Z,40.62,-111.98,23.5,2.0,90,4,,10.0,30.0,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,1399.0
KTYQ 081715Z AUTO 11005KT 10SM CLR 22/02 A2989 RMK AO2 T02240020,KTYQ,2023-06-08T17:15:00Z,40.03,-86.25,22.4,2.0,110,5,,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,279.0
KTYL 081715Z AUTO 23013G17KT 10SM CLR 23/M02 A3017 RMK AO2,KTYL,2023-06-08T17:15:00Z,34.45,-110.12,23.0,-2.0,230,13,17,10.0,30.171259,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,1748.0
KTXW 081715Z AUTO 31005KT 10SM CLR 31/21 A2987 RMK AO2,KTXW,2023-06-08T17:15:00Z,26.18,-97.97,31.0,21.0,310,5,,10.0,29.870079,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,21.0
KTWT 081715Z AUTO 36010KT 10SM CLR 25/07 A2986 RMK AO2,KTWT,2023-06-08T17:15:00Z,37.55,-87.95,25.0,7.0,360,10,,10.0,29.861221,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,113.0
KTWM 081715Z AUTO 12004KT 10SM CLR 19/03 A3001 RMK AO2,KTWM,2023-06-08T17:15:00Z,47.05,-91.75,19.0,3.0,120,4,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,331.0
KTVY 081715Z AUTO 34007KT 10SM CLR 26/M04 A2999 RMK AO2,KTVY,2023-06-08T17:15:00Z,40.62,-112.35,26.0,-4.0,340,7,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1310.0
